date,code,ticker,name,market,sector33_code,sector33,sector17_code,sector17,size_code,size,is_equity
,3156,3156.T,レスター,Prime,,卸売業,,,,,True
,3157,3157.T,ジオリーブグループ,Standard,,卸売業,,,,,True
,3159,3159.T,丸善ＣＨＩホールディングス,Standard,,小売業,,,,,True
,3160,3160.T,大光,Standard,,卸売業,,,,,True
,3161,3161.T,アゼアス,Standard,,卸売業,,,,,True
,3166,3166.T,ＯＣＨＩホールディングス,Standard,,卸売業,,,,,True
,3167,3167.T,ＴＯＫＡＩホールディングス,Prime,,卸売業,,,,,True
,3168,3168.T,ＭＥＲＦ,Standard,,卸売業,,,,,True
,3169,3169.T,ミサワ,Standard,,小売業,,,,,True
,3172,3172.T,ティーライフ,Standard,,小売業,,,,,True
,3173,3173.T,Ｃｏｍｉｎｉｘ,Standard,,卸売業,,,,,True
,3174,3174.T,ハピネス・アンド・ディ,Standard,,小売業,,,,,True
,3175,3175.T,エー・ピーホールディングス,Standard,,小売業,,,,,True
,3176,3176.T,三洋貿易,Prime,,卸売業,,,,,True
,3177,3177.T,ありがとうサービス,Standard,,小売業,,,,,True
,3178,3178.T,チムニー,Standard,,小売業,,,,,True
,3179,3179.T,シュッピン,Prime,,小売業,,,,,True
,3180,3180.T,ビューティガレージ,Prime,,卸売業,,,,,True
,3181,3181.T,買取王国,Standard,,小売業,,,,,True
,3182,3182.T,オイシックス・ラ・大地,Prime,,小売業,,,,,True
,3183,3183.T,ウイン・パートナーズ,Prime,,卸売業,,,,,True
,3184,3184.T,ＩＣＤＡホールディングス,Standard,,小売業,,,,,True
,3185,3185.T,夢展望,Growth,,小売業,,,,,True
,3186,3186.T,ネクステージ,Prime,,小売業,,,,,True
